,smiles,endpoint,cano_smiles,pred_values,ad
547,CC(=O)C1=C(F)C=CC(=C1)[N+]([O-])=O,1,CC(=O)c1cc([N+](=O)[O-])ccc1F,1,1
548,[Br-].CS(=O)(=O)NC1=CC=C(F)C(=C1)C(=O)C[N+]12C[N@]3C[N@](C[N@](C3)C1)C2,1,CS(=O)(=O)Nc1ccc(F)c(C(=O)C[N+]23C[N@]4C[N@](C2)C[N@@](C3)C4)c1.[Br-],1,0
549,Cl.COC1=CC(N)=C(OC)C=C1\N=N\C1=CC=C(C=C1)C(O)=O,1,COc1cc(/N=N/c2ccc(C(=O)O)cc2)c(OC)cc1N.Cl,1,1
550,CC(C)COC1CC(=O)C1Cl,1,CC(C)COC1CC(=O)C1Cl,1,0
551,COC1=C(C=CC(F)=C1F)[N+]([O-])=O,1,COc1c([N+](=O)[O-])ccc(F)c1F,1,1
552,CC(C)COC1=C(Cl)C(=O)C1(Cl)Cl,1,CC(C)COC1=C(Cl)C(=O)C1(Cl)Cl,1,0
553,[H][C@](C)(O)[C@@]1([H])C(=O)N[C@@]1([H])[C@@]([H])(C)C(=O)CC(=O)OCC1=CC=C(C=C1)[N+]([O-])=O,1,C[C@@H](O)[C@H]1C(=O)N[C@H]1[C@@H](C)C(=O)CC(=O)OCc1ccc([N+](=O)[O-])cc1,1,1
554,[H][C@](C)(O[Si](C)(C)C(C)(C)C)[C@@]1([H])C(=O)N[C@@]1([H])[C@@]([H])(C)C(=O)CC(=O)OCC1=CC=C(C=C1)[N+]([O-])=O,1,C[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1C(=O)N[C@H]1[C@@H](C)C(=O)CC(=O)OCc1ccc([N+](=O)[O-])cc1,1,1
555,CNS(=O)(=O)C1=CC2=C(C=C1)C(\N=N\C1=CC=C(C=C1O)[N+]([O-])=O)=C(N)C=C2,1,CNS(=O)(=O)c1ccc2c(/N=N/c3ccc([N+](=O)[O-])cc3O)c(N)ccc2c1,1,1
556,ClC1(CN2C3=C(SC4=C2C=CC=C4)C=CC=C3)CN2CCC1CC2,1,ClC1(CN2c3ccccc3Sc3ccccc32)CN2CCC1CC2,0,0
557,CN(CCCl)CC(Cl)C1=CC=CC=C1,1,CN(CCCl)CC(Cl)c1ccccc1,1,1
558,OCC1=CC=C(CCl)C=C1,1,OCc1ccc(CCl)cc1,0,1
559,[H][C@](C)(O)[C@@]1([H])C(=O)N[C@@]1([H])[C@@]([H])(C)C(=O)C(=[N+]=[N-])C(=O)OCC1=CC=C(C=C1)[N+]([O-])=O,1,C[C@@H](O)[C@H]1C(=O)N[C@H]1[C@@H](C)C(=O)C(=[N+]=[N-])C(=O)OCc1ccc([N+](=O)[O-])cc1,1,1
560,CCN(CC)C1=CC=C(\N=N\C2=CC=C(C=C2O)[N+]([O-])=O)C(O)=C1,1,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2O)c(O)c1,1,1
561,CC(C)C(Cl)(Cl)C=O,1,CC(C)C(Cl)(Cl)C=O,1,0
562,COC1=C(F)C(F)=CC=C1N,1,COc1c(N)ccc(F)c1F,1,1
563,O=C1CCC2=C(N1)C=CC=C2CC1CO1,1,O=C1CCc2c(CC3CO3)cccc2N1,0,0
564,C1CC2=NC3=C(C=CC=C3)C2=C1,1,C1=C2C(=Nc3ccccc32)CC1,1,0
565,NNC1=CN=CC=C1,1,NNc1cccnc1,1,1
566,CC(C)(C)OC(=O)C1=C(C=CC=C1)C1=CC=C(CBr)C=C1,1,CC(C)(C)OC(=O)c1ccccc1-c1ccc(CBr)cc1,0,0
567,Cl.COC1=CC=C(C=C1)\N=N\C1=CC=C(N)C=C1,1,COc1ccc(/N=N/c2ccc(N)cc2)cc1.Cl,1,1
568,[Cl-].COC1=CC=C(C=C1)[N+]#N,1,COc1ccc([N+]#N)cc1.[Cl-],1,1
569,N\C(CCN1C(=O)C2=CC=CC=C2C1=O)=N/OC(=O)C1=CC=C(CN2CCCCCC2)S1,1,N/C(CCN1C(=O)c2ccccc2C1=O)=N\OC(=O)c1ccc(CN2CCCCCC2)s1,1,0
570,ClCSS(=O)(=O)C1=CC=CC=C1,1,O=S(=O)(SCCl)c1ccccc1,0,0
571,Cl.[H][C@@]1(N)C(=O)N2C(C(=O)OCC3=CC=C(C=C3)[N+]([O-])=O)=C(CS[C@]12[H])[C@]1([H])CCCO1,1,Cl.N[C@@H]1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=C([C@@H]3CCCO3)CS[C@H]12,0,1
572,Cl.[H][C@]1(O)C[C@@](N)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1)C3=O)C1(C)OCC(C)(C)CO1,1,CC1(C)COC(C)([C@]2(N)Cc3c(O)c4c(c(O)c3[C@@H](O)C2)C(=O)c2ccccc2C4=O)OC1.Cl,1,1
573,O\N=C(/Cl)C1=CC=C(C=C1)C#N,1,N#Cc1ccc(/C(Cl)=N/O)cc1,0,1
574,ClC(=C)CSC#N,1,C=C(Cl)CSC#N,1,0
575,COC1=CC(\N=N\C2=NC3=C(S2)C=C(C=C3)[N+]([O-])=O)=C(NC(C)=O)C=C1N(CCOC(C)=O)CCOC(C)=O,1,COc1cc(/N=N/c2nc3ccc([N+](=O)[O-])cc3s2)c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O,1,1
576,COCCOC1=C(OCCOC)C=C(C(=C1)C#N)[N+]([O-])=O,1,COCCOc1cc(C#N)c([N+](=O)[O-])cc1OCCOC,1,1
577,COC(=O)C1=CC(CCl)=CC=C1OC,1,COC(=O)c1cc(CCl)ccc1OC,0,1
578,CC(C)(C)C1=NN2C(=NN=C2C1(Cl)Cl)C(C)(C)CO,1,CC(C)(C)C1=Nn2c(C(C)(C)CO)nnc2C1(Cl)Cl,0,0
579,CC(=O)O\N=C\C1=CC2=C(SC3=C(C=CC=C3)C2=O)C=C1,1,CC(=O)O/N=C/c1ccc2sc3ccccc3c(=O)c2c1,1,0
580,COC(=O)C1=C(O)C2=C(C=C(Cl)S2)S(=O)(=O)N1,1,COC(=O)C1=C(O)c2sc(Cl)cc2S(=O)(=O)N1,1,0
581,CC(C)(NC(=O)C(Br)(Br)Br)C(Cl)=O,1,CC(C)(NC(=O)C(Br)(Br)Br)C(=O)Cl,1,0
582,[Cl-].ClC(=O)C1=[NH+]C=CN=C1,1,O=C(Cl)c1cncc[nH+]1.[Cl-],1,0
583,CC(C)CC1=CC=C(C=C1)S(Cl)(=O)=O,1,CC(C)Cc1ccc(S(=O)(=O)Cl)cc1,0,1
584,CC(=O)OCCCOC1=C(Cl)C=C(OCC=C(Cl)Cl)C=C1Cl,1,CC(=O)OCCCOc1c(Cl)cc(OCC=C(Cl)Cl)cc1Cl,0,0
585,FC(F)(F)C(F)(C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(=O)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,1,O=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(=O)C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,0,0
586,FCON=C(C#N)C#N,1,N#CC(C#N)=NOCF,1,0
587,COC(=O)C(=N/OCF)\C1=NSC(N)=N1,1,COC(=O)/C(=N\OCF)c1nsc(N)n1,1,0
588,Cl.CC1=NC(CCl)=CS1,1,Cc1nc(CCl)cs1.Cl,1,0
589,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(=O)OC(F)(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,1,O=C(OC(F)(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0,0
590,COC(=O)CN=C(C1=CC=CC=C1)C1=CC=CC=C1,1,COC(=O)CN=C(c1ccccc1)c1ccccc1,0,1
591,CN1C(C)=C(C)C2=C1C=CC1=C2C=CC=C1,1,Cc1c(C)n(C)c2ccc3ccccc3c12,1,1
592,[Cl-].[Cl-].OC1=C(C=C(C=C1)[N+]1=CC=C(C=C1)C1=CC=[N+](C=C1)C1=CC(=C(O)C=C1)C1=CC=CC=C1)C1=CC=CC=C1,1,Oc1ccc(-[n+]2ccc(-c3cc[n+](-c4ccc(O)c(-c5ccccc5)c4)cc3)cc2)cc1-c1ccccc1.[Cl-].[Cl-],0,0
593,[Br-].CC1=[N+](C)C2=C(C3=C(C=CC=C3)C=C2)C1(C)CC1=CC=CC=C1,1,CC1=[N+](C)c2ccc3ccccc3c2C1(C)Cc1ccccc1.[Br-],0,0
594,CCN1CCCC2=C1C=C(C=C2)[N+]([O-])=O,1,CCN1CCCc2ccc([N+](=O)[O-])cc21,1,1
595,CCC1=CC=C(C=C1)C#CC1=CC(F)=C(F)C=C1,1,CCc1ccc(C#Cc2ccc(F)c(F)c2)cc1,0,0
596,O\C=C1/CCCC(C=O)=C1Cl,1,O=CC1=C(Cl)/C(=C/O)CCC1,1,0
597,CC(C)[Si](OC(=O)N1C2=C(SC3=C1C=CC(=C3)N(C)C)C=C(C=C2)N(C)C)(C(C)C)C(C)C,1,CC(C)[Si](OC(=O)N1c2ccc(N(C)C)cc2Sc2cc(N(C)C)ccc21)(C(C)C)C(C)C,1,0
598,COCCN1C(=C)C(C)(C)C2=C1C=CC1=C2C=CC=C1,1,C=C1N(CCOC)c2ccc3ccccc3c2C1(C)C,0,0
599,COC(=O)C1=C2C=CC=CC=C2OC1=O,1,COC(=O)c1c2cccccc-2oc1=O,0,1
600,[H][C@](C=C)(N1C(=O)C2=CC=CC=C2C1=O)[C@@]1([H])CO1,1,C=C[C@H]([C@H]1CO1)N1C(=O)c2ccccc2C1=O,0,0
601,COC(=O)CN(C(C)C(=O)OC)C1=CC(NC(C)=O)=C(C=C1OC)\N=N\C1=C(C=C(C=C1Cl)[N+]([O-])=O)C#N,1,COC(=O)CN(c1cc(NC(C)=O)c(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2C#N)cc1OC)C(C)C(=O)OC,1,1
602,CCOC(=O)C(C)C(\C)=N\C1=CC=C(C=C1F)C(C)(C)C,1,CCOC(=O)C(C)/C(C)=N/c1ccc(C(C)(C)C)cc1F,0,0
603,Cl.NCCOC(=O)CCCl,1,Cl.NCCOC(=O)CCCl,1,1
604,ClCCC(=O)OCCN=C=O,1,O=C=NCCOC(=O)CCCl,1,0
605,ClCCC(=O)OCCCCOC(=O)CCCl,1,O=C(CCCl)OCCCCOC(=O)CCCl,0,1
606,CC(=C)C(=O)OC1C2OC3OC(C)(C)OC3C2OC1=O,1,C=C(C)C(=O)OC1C(=O)OC2C3OC(C)(C)OC3OC12,0,0
607,COC1=CC=C(COC(=O)C2=C(CSC3C(NC(=O)CC4=CC=CC=C4)C(=O)N23)\C=C\CCl)C=C1,1,COc1ccc(COC(=O)C2=C(/C=C/CCl)CSC3C(NC(=O)Cc4ccccc4)C(=O)N23)cc1,0,0
608,CC(C)C1=CC=C(\C=C\C(Cl)=O)C=C1,1,CC(C)c1ccc(/C=C/C(=O)Cl)cc1,1,1
609,CCN1C2=C(C=C(C=C2)C(=O)\C=C\C)C2=C1C=CC(=C2)C(=O)C1=CC=CC2=C1C=CC=C2,1,C/C=C/C(=O)c1ccc2c(c1)c1cc(C(=O)c3cccc4ccccc34)ccc1n2CC,1,0
610,CC(=O)SNC(N)=O,1,CC(=O)SNC(N)=O,1,0
611,CCN1C2=C(C=C(C=C2)C(\CC(C)NO)=N\O)C2=C1C=CC(=C2)C(=O)C1=CC=CC2=C1C=CC=C2,1,CCn1c2ccc(C(=O)c3cccc4ccccc34)cc2c2cc(/C(CC(C)NO)=N/O)ccc21,1,0
612,CCO\C(CC)=C\C1=[N+](CCCS([O-])(=O)=O)C2=CC3=C(OCO3)C=C2S1,1,CCO/C(=C/c1sc2cc3c(cc2[n+]1CCCS(=O)(=O)[O-])OCO3)CC,1,0
613,OS(=O)(=O)C1=CC2=C(C=C1)C=C(Cl)C=C2,1,O=S(=O)(O)c1ccc2cc(Cl)ccc2c1,0,1
614,CC(C)OC1=CC=C(CCl)C=C1,1,CC(C)Oc1ccc(CCl)cc1,0,1
615,FC1=C(F)C(CC(=O)CCCl)=CC=C1,1,O=C(CCCl)Cc1cccc(F)c1F,1,0
616,OCCCCCOC(=O)CCCl,1,O=C(CCCl)OCCCCCO,0,1
617,ClCCC(=O)OCCCCCOC(=O)C1=CC=CC(=C1)C#N,1,N#Cc1cccc(C(=O)OCCCCCOC(=O)CCCl)c1,0,1
618,[Cl-].[O-][N+](=O)C1=CC=C(C(=C1)[N+]([O-])=O)[N+]1=CC=C(C=C1)C1=CC=NC=C1,1,O=[N+]([O-])c1ccc(-[n+]2ccc(-c3ccncc3)cc2)c([N+](=O)[O-])c1.[Cl-],1,1
619,[Cl-].[Cl-].[O-][N+](=O)C1=CC=C(C(=C1)[N+]([O-])=O)[N+]1=CC=C(C=C1)C1=CC=[N+](C=C1)C1=CC=CC=C1,1,O=[N+]([O-])c1ccc(-[n+]2ccc(-c3cc[n+](-c4ccccc4)cc3)cc2)c([N+](=O)[O-])c1.[Cl-].[Cl-],1,1
620,ClCCC(=O)OCCCCCOC(=O)CCCl,1,O=C(CCCl)OCCCCCOC(=O)CCCl,0,1
621,ONC(=N)C1=CC(=CC=C1)C(=O)OCCCCCOC(=O)CCCl,1,N=C(NO)c1cccc(C(=O)OCCCCCOC(=O)CCCl)c1,0,0
622,Cl.ClC(=O)C1=CN=C(C=C1)C1=CC=CC=C1,1,Cl.O=C(Cl)c1ccc(-c2ccccc2)nc1,1,1
623,[Cl-].C1=CC=C(C=C1)[N+]1=CC=C(C=C1)C1=CC=NC=C1,1,[Cl-].c1ccc(-[n+]2ccc(-c3ccncc3)cc2)cc1,1,0
624,FC1=C(Br)C=CC=C1C(=O)CCl,1,O=C(CCl)c1cccc(Br)c1F,0,0
625,Cl.CC(=O)C1=CC=CN1N,1,CC(=O)c1cccn1N.Cl,1,0
626,[H][C@]1(C)C=C(CN1C(=O)OCC=C)C(Cl)=O,1,C=CCOC(=O)N1CC(C(=O)Cl)=C[C@@H]1C,1,0
627,NC1=CC(N)=C(C=C1)N(CC=C)CC=C,1,C=CCN(CC=C)c1ccc(N)cc1N,1,0
628,[O-][N+](=O)C1=CC=C(N(CC=C)CC=C)C(=C1)[N+]([O-])=O,1,C=CCN(CC=C)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1,1
629,C[C@]1(COS(=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)CO1,1,C[C@]1(COS(=O)(=O)c2ccc([N+](=O)[O-])cc2)CO1,1,1
630,CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(OC(C)=O)C=C1OC(=O)C(C)=C,1,C=C(C)C(=O)Oc1cc(OC(C)=O)ccc1C(=O)c1ccc(N(C)C)cc1,1,0
631,COC(=O)C1=CC2=C(C=C1)C(=O)OC2Br,1,COC(=O)c1ccc2c(c1)C(Br)OC2=O,0,1
632,CCC1(COCCCCBr)COC1,1,CCC1(COCCCCBr)COC1,1,0
633,COC(=O)C1=CC=C(CBr)C(C)=C1,1,COC(=O)c1ccc(CBr)c(C)c1,0,1
634,CCOC(=O)C(C)(C)CC(Cl)=C,1,C=C(Cl)CC(C)(C)C(=O)OCC,0,1
635,ONC1=CC=C(C=C1)C1=NCCO1,1,ONc1ccc(C2=NCCO2)cc1,1,0
636,[H][C@@]1(CO1)C1=CC=C(F)C(F)=C1,1,Fc1ccc([C@H]2CO2)cc1F,1,1
637,CCCCC\C=C\CCC(=O)NN,1,CCCCC/C=C/CCC(=O)NN,0,1
638,CCOC(=O)C(C)(C)CC(=O)CBr,1,CCOC(=O)C(C)(C)CC(=O)CBr,0,1
639,COC(=O)C1=CC=C(COS(C)(=O)=O)C(C)=C1,1,COC(=O)c1ccc(COS(C)(=O)=O)c(C)c1,0,1
640,C=COCC1CCC(COCC2CO2)CC1,1,C=COCC1CCC(COCC2CO2)CC1,1,1
641,CCN1C(O)=C(\N=N\C2=CC=C(OC)C=C2[N+]([O-])=O)C(C)=C(C#N)C1=O,1,CCn1c(O)c(/N=N/c2ccc(OC)cc2[N+](=O)[O-])c(C)c(C#N)c1=O,1,0
642,COC(=O)C(SC(=S)OC(C)C)SC(=S)OC(C)C,1,COC(=O)C(SC(=S)OC(C)C)SC(=S)OC(C)C,0,0
643,CCCC(=O)C1=CC=C(Br)C(=C1)[N+]([O-])=O,1,CCCC(=O)c1ccc(Br)c([N+](=O)[O-])c1,1,1
644,Cl.Cl\C(=N/C1=CC=CC2=NON=C12)C1=CN=C(C=C1)C1=CC=CC=C1,1,Cl.Cl/C(=N\c1cccc2nonc12)c1ccc(-c2ccccc2)nc1,1,0
645,CSC1=C(C(SC)=NC(C)=C1)[N+]([O-])=O,1,CSc1cc(C)nc(SC)c1[N+](=O)[O-],1,1
646,CC(C)OC1=CC=C(C(=O)C(C)(C)N=[N+]=[N-])C(C)=C1,1,Cc1cc(OC(C)C)ccc1C(=O)C(C)(C)N=[N+]=[N-],0,0
647,CC1=C(C=CC(OCCOC(=O)C2=CC=CC=C2)=C1)C1=CC=CC(COS(C)(=O)=O)=C1,1,Cc1cc(OCCOC(=O)c2ccccc2)ccc1-c1cccc(COS(C)(=O)=O)c1,1,0
648,CCCC(=O)C1=CC=C(C#N)C(=C1)[N+]([O-])=O,1,CCCC(=O)c1ccc(C#N)c([N+](=O)[O-])c1,1,1
649,FC1=CC=CC2=C1C(=CN2)C1(CC1)C#N,1,N#CC1(c2c[nH]c3cccc(F)c23)CC1,0,0
650,CSC1=C(NC(=O)CBr)C(SC)=NC(C)=C1,1,CSc1cc(C)nc(SC)c1NC(=O)CBr,0,0
651,CCCCCCSC1=CC=C(N)C=C1,1,CCCCCCSc1ccc(N)cc1,0,0
652,CCCCCCSC1=CC=C(C=C1)[N+]([O-])=O,1,CCCCCCSc1ccc([N+](=O)[O-])cc1,1,1
653,CSC1=C(N)C(SC)=NC(C)=C1,1,CSc1cc(C)nc(SC)c1N,1,0
654,CC(Cl)C(=O)C1=CC=C(NC(C)=O)C(=C1)[N+]([O-])=O,1,CC(=O)Nc1ccc(C(=O)C(C)Cl)cc1[N+](=O)[O-],1,1
655,[H][C@@]12CC[C@@](CS(=O)(=O)ON3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)(C(=O)C1)C2(C)C,1,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)ON1C(=O)c3cccc4cccc(c34)C1=O)C(=O)C2,0,0
656,O=C1OC2(C3=C1C=CC=C3)C1=C(OC3=C2C=CC(NC2=CC=CC=C2)=C3)C=C(NC2=CC=CC=C2)C=C1,1,O=C1OC2(c3ccc(Nc4ccccc4)cc3Oc3cc(Nc4ccccc4)ccc32)c2ccccc21,0,1
657,CCN(CC)C1=NC(C)=CC=C1N,1,CCN(CC)c1nc(C)ccc1N,0,0
658,CC(=O)C\C=C\C(C)=C,1,C=C(C)/C=C/CC(C)=O,0,0
659,CCOC(=O)C1(F)CCCC1=O,1,CCOC(=O)C1(F)CCCC1=O,0,0
660,[O-][N+](=O)C1=CC=C(C=C1)S(=N\C(=O)C(F)(F)F)\C1CC1,1,O=C(/N=S(/c1ccc([N+](=O)[O-])cc1)C1CC1)C(F)(F)F,1,1
661,FC1=CC(=CC=C1CBr)C1=C(C=CC=C1)C#N,1,N#Cc1ccccc1-c1ccc(CBr)c(F)c1,0,0
662,NC1=C(C#N)C(=CS1)C1=CC=C(N)C=C1,1,N#Cc1c(-c2ccc(N)cc2)csc1N,1,0
663,COC(=O)OC(C)Cl,1,COC(=O)OC(C)Cl,1,1
664,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,0,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,0,0
665,CC(C)C[C@@H](NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C,0,CC(C)C[C@@H](NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C,0,1
666,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,0,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,0,0
667,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O.NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,0,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O.NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,0,0
668,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0,0
669,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,0,1
670,NCC(CC(=O)O)c1ccc(Cl)cc1,0,NCC(CC(=O)O)c1ccc(Cl)cc1,0,1
671,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0,1
672,CC1O[C@@]2(CS1)CN1CCC2CC1,0,CC1O[C@@]2(CS1)CN1CCC2CC1,0,0
673,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,0,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,0,0
674,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,0,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,0,1
675,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,0,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,1,0
676,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,0,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,1,0
677,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0,1
678,Clc1ccccc1CN1CCc2sccc2C1,0,Clc1ccccc1CN1CCc2sccc2C1,0,0
679,O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,0,O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,0,0
680,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,0,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,0,0
681,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0,0
682,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,0,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,1,0
683,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1,0
684,C/N=C(\NC)NCc1ccccc1,0,C/N=C(\NC)NCc1ccccc1,1,1
685,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0,1
686,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,0,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,0,0
687,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,0,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,0,0
688,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,0,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,0,0
